keyword,keyword_group,search_intent,target_canonical_url,primary_or_secondary,reason_for_mapping,overlap_risk,recommended_action
acoustic drapes fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
baselayers fabric,application,Commercial,/fabrics/best-for/activewear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
blouses fabric,application,Commercial,/fabrics/best-for/womens-clothing/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
bottoms fabric,application,Commercial,/fabrics/best-for/trousers/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
chore jackets fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
city outerwear fabric,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
citywear fabric,application,Commercial,/fabrics/best-for/activewear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
coats fabric,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
contract textiles fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
curtains fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for chore jackets,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for garment insulation,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for jackets,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/fabric-for-jackets/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
fabric for linings,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for overlays,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for ruffles,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for scarves,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for volume sleeves,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for workwear jackets,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
full skirts fabric,application,Commercial,/fabrics/best-for/womens-clothing/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
garment insulation fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
home textiles / interiors fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
interiors fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
jackets fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
layering pieces fabric,application,Commercial,/fabrics/best-for/knitwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
lightweight outerwear fabric,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
linings fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
loungewear fabric,application,Commercial,/fabrics/best-for/activewear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
overlays fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
ruffles fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
rugs fabric,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
scarves fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
slip dresses fabric,application,Commercial,/fabrics/best-for/womens-clothing/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
soft tailoring fabric,application,Commercial,/fabrics/best-for/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
statement knits fabric,application,Commercial,/fabrics/best-for/knitwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
suiting fabric,application,Commercial,/fabrics/best-for/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
unlined coats fabric,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
unstructured jackets fabric,application,Commercial,/fabrics/best-for/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
volume sleeves fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
workwear jackets fabric,application,Commercial,/fabrics/best-for/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
workwear trousers fabric,application,Commercial,/fabrics/best-for/trousers/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
cotton fabric,location,Commercial,/collections/cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",location_research_only,"Keep the existing non-local canonical. Do not create a city or country page, and do not add an unsupported location claim."
